t2sw,lab
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0016_1101_T2ME_corSENSE.e02_tmpt27_img-598.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0016_1101_T2ME_corSENSE.e03_tmpt27_seg_pr-599.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0016_1101_T2ME_corSENSE.e02_tmpt28_img-601.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0016_1101_T2ME_corSENSE.e03_tmpt28_seg_pr-602.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0016_1101_T2ME_corSENSE.e02_tmpt29_img-604.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0016_1101_T2ME_corSENSE.e03_tmpt29_seg_pr-605.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0016_1101_T2ME_corSENSE.e02_tmpt3_img-526.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0016_1101_T2ME_corSENSE.e03_tmpt3_seg_pr-527.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0016_1101_T2ME_corSENSE.e02_tmpt30_img-607.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0016_1101_T2ME_corSENSE.e03_tmpt30_seg_pr-608.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0016_1101_T2ME_corSENSE.e02_tmpt4_img-529.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0016_1101_T2ME_corSENSE.e03_tmpt4_seg_pr-530.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0016_1101_T2ME_corSENSE.e02_tmpt5_img-532.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0016_1101_T2ME_corSENSE.e03_tmpt5_seg_pr-533.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0016_1101_T2ME_corSENSE.e02_tmpt6_img-535.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0016_1101_T2ME_corSENSE.e03_tmpt6_seg_pr-536.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0016_1101_T2ME_corSENSE.e02_tmpt7_img-538.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0016_1101_T2ME_corSENSE.e03_tmpt7_seg_pr-539.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0016_1101_T2ME_corSENSE.e02_tmpt8_img-541.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0016_1101_T2ME_corSENSE.e03_tmpt8_seg_pr-542.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0016_1101_T2ME_corSENSE.e02_tmpt9_img-544.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0016_1101_T2ME_corSENSE.e03_tmpt9_seg_pr-545.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0016_1101_T2ME_corSENSE.e03_tmpt10_img-548.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0016_1101_T2ME_corSENSE.e03_tmpt10_seg_pr-548.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0016_1101_T2ME_corSENSE.e03_tmpt11_img-551.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0016_1101_T2ME_corSENSE.e03_tmpt11_seg_pr-551.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0016_1101_T2ME_corSENSE.e03_tmpt12_img-554.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0016_1101_T2ME_corSENSE.e03_tmpt12_seg_pr-554.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0016_1101_T2ME_corSENSE.e03_tmpt13_img-557.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0016_1101_T2ME_corSENSE.e03_tmpt13_seg_pr-557.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0016_1101_T2ME_corSENSE.e03_tmpt14_img-560.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0016_1101_T2ME_corSENSE.e03_tmpt14_seg_pr-560.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0016_1101_T2ME_corSENSE.e03_tmpt15_img-563.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0016_1101_T2ME_corSENSE.e03_tmpt15_seg_pr-563.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0016_1101_T2ME_corSENSE.e03_tmpt16_img-566.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0016_1101_T2ME_corSENSE.e03_tmpt16_seg_pr-566.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0016_1101_T2ME_corSENSE.e03_tmpt17_img-569.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0016_1101_T2ME_corSENSE.e03_tmpt17_seg_pr-569.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0016_1101_T2ME_corSENSE.e03_tmpt18_img-572.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0016_1101_T2ME_corSENSE.e03_tmpt18_seg_pr-572.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0016_1101_T2ME_corSENSE.e03_tmpt19_img-575.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0016_1101_T2ME_corSENSE.e03_tmpt19_seg_pr-575.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0016_1101_T2ME_corSENSE.e03_tmpt2_img-524.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0016_1101_T2ME_corSENSE.e03_tmpt2_seg_pr-524.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0016_1101_T2ME_corSENSE.e03_tmpt20_img-578.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0016_1101_T2ME_corSENSE.e03_tmpt20_seg_pr-578.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0016_1101_T2ME_corSENSE.e03_tmpt21_img-581.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0016_1101_T2ME_corSENSE.e03_tmpt21_seg_pr-581.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0016_1101_T2ME_corSENSE.e03_tmpt22_img-584.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0016_1101_T2ME_corSENSE.e03_tmpt22_seg_pr-584.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0016_1101_T2ME_corSENSE.e03_tmpt23_img-587.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0016_1101_T2ME_corSENSE.e03_tmpt23_seg_pr-587.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0016_1101_T2ME_corSENSE.e03_tmpt24_img-590.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0016_1101_T2ME_corSENSE.e03_tmpt24_seg_pr-590.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0016_1101_T2ME_corSENSE.e03_tmpt25_img-593.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0016_1101_T2ME_corSENSE.e03_tmpt25_seg_pr-593.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0016_1101_T2ME_corSENSE.e03_tmpt26_img-596.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0016_1101_T2ME_corSENSE.e03_tmpt26_seg_pr-596.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0016_1101_T2ME_corSENSE.e03_tmpt27_img-599.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0016_1101_T2ME_corSENSE.e03_tmpt27_seg_pr-599.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0016_1101_T2ME_corSENSE.e03_tmpt28_img-602.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0016_1101_T2ME_corSENSE.e03_tmpt28_seg_pr-602.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0016_1101_T2ME_corSENSE.e03_tmpt29_img-605.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0016_1101_T2ME_corSENSE.e03_tmpt29_seg_pr-605.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0016_1101_T2ME_corSENSE.e03_tmpt3_img-527.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0016_1101_T2ME_corSENSE.e03_tmpt3_seg_pr-527.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0016_1101_T2ME_corSENSE.e03_tmpt30_img-608.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0016_1101_T2ME_corSENSE.e03_tmpt30_seg_pr-608.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0016_1101_T2ME_corSENSE.e03_tmpt4_img-530.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0016_1101_T2ME_corSENSE.e03_tmpt4_seg_pr-530.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0016_1101_T2ME_corSENSE.e03_tmpt5_img-533.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0016_1101_T2ME_corSENSE.e03_tmpt5_seg_pr-533.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0016_1101_T2ME_corSENSE.e03_tmpt6_img-536.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0016_1101_T2ME_corSENSE.e03_tmpt6_seg_pr-536.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0016_1101_T2ME_corSENSE.e03_tmpt7_img-539.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0016_1101_T2ME_corSENSE.e03_tmpt7_seg_pr-539.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0016_1101_T2ME_corSENSE.e03_tmpt8_img-542.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0016_1101_T2ME_corSENSE.e03_tmpt8_seg_pr-542.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0016_1101_T2ME_corSENSE.e03_tmpt9_img-545.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0016_1101_T2ME_corSENSE.e03_tmpt9_seg_pr-545.nii.gz
/content/drive/My Drive/Colab Notebooks/carp/CARP0021_2601_T2ME_corSENSE.e01_tmpt1.nii.gz,/content/drive/My Drive/Colab Notebooks/carp_manual_seg/CARP0021_2601_T2ME_corSENSE_seg.nii.gz
/content/drive/My Drive/Colab Notebooks/carp/CARP0021_2601_T2ME_corSENSE.e02_tmpt1.nii.gz,/content/drive/My Drive/Colab Notebooks/carp_manual_seg/CARP0021_2601_T2ME_corSENSE_seg.nii.gz
/content/drive/My Drive/Colab Notebooks/carp/CARP0021_2601_T2ME_corSENSE.e03_tmpt1.nii.gz,/content/drive/My Drive/Colab Notebooks/carp_manual_seg/CARP0021_2601_T2ME_corSENSE_seg.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0021_2601_T2ME_corSENSE.e01_tmpt10_img-981.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0021_2601_T2ME_corSENSE.e02_tmpt10_seg_pr-982.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0021_2601_T2ME_corSENSE.e01_tmpt11_img-984.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0021_2601_T2ME_corSENSE.e02_tmpt11_seg_pr-985.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0021_2601_T2ME_corSENSE.e01_tmpt12_img-987.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0021_2601_T2ME_corSENSE.e02_tmpt12_seg_pr-988.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0021_2601_T2ME_corSENSE.e01_tmpt13_img-990.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0021_2601_T2ME_corSENSE.e02_tmpt13_seg_pr-991.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0021_2601_T2ME_corSENSE.e01_tmpt14_img-993.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0021_2601_T2ME_corSENSE.e02_tmpt14_seg_pr-994.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0021_2601_T2ME_corSENSE.e01_tmpt15_img-996.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0021_2601_T2ME_corSENSE.e02_tmpt15_seg_pr-997.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0021_2601_T2ME_corSENSE.e01_tmpt16_img-999.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0021_2601_T2ME_corSENSE.e02_tmpt16_seg_pr-1000.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0021_2601_T2ME_corSENSE.e01_tmpt17_img-1002.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0021_2601_T2ME_corSENSE.e02_tmpt17_seg_pr-1003.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0021_2601_T2ME_corSENSE.e01_tmpt18_img-1005.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0021_2601_T2ME_corSENSE.e02_tmpt18_seg_pr-1006.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0021_2601_T2ME_corSENSE.e01_tmpt19_img-1008.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0021_2601_T2ME_corSENSE.e02_tmpt19_seg_pr-1009.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0021_2601_T2ME_corSENSE.e01_tmpt2_img-957.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0021_2601_T2ME_corSENSE.e02_tmpt2_seg_pr-958.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0021_2601_T2ME_corSENSE.e01_tmpt20_img-1011.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0021_2601_T2ME_corSENSE.e02_tmpt20_seg_pr-1012.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0021_2601_T2ME_corSENSE.e01_tmpt21_img-1014.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0021_2601_T2ME_corSENSE.e02_tmpt21_seg_pr-1015.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0021_2601_T2ME_corSENSE.e01_tmpt22_img-1017.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0021_2601_T2ME_corSENSE.e02_tmpt22_seg_pr-1018.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0021_2601_T2ME_corSENSE.e01_tmpt23_img-1020.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0021_2601_T2ME_corSENSE.e02_tmpt23_seg_pr-1021.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0021_2601_T2ME_corSENSE.e01_tmpt24_img-1023.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0021_2601_T2ME_corSENSE.e02_tmpt24_seg_pr-1024.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0021_2601_T2ME_corSENSE.e01_tmpt25_img-1026.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0021_2601_T2ME_corSENSE.e02_tmpt25_seg_pr-1027.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0021_2601_T2ME_corSENSE.e01_tmpt26_img-1029.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0021_2601_T2ME_corSENSE.e02_tmpt26_seg_pr-1030.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0021_2601_T2ME_corSENSE.e01_tmpt27_img-1032.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0021_2601_T2ME_corSENSE.e02_tmpt27_seg_pr-1033.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0021_2601_T2ME_corSENSE.e01_tmpt28_img-1035.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0021_2601_T2ME_corSENSE.e02_tmpt28_seg_pr-1036.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0021_2601_T2ME_corSENSE.e01_tmpt29_img-1038.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0021_2601_T2ME_corSENSE.e02_tmpt29_seg_pr-1039.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0021_2601_T2ME_corSENSE.e01_tmpt3_img-960.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0021_2601_T2ME_corSENSE.e02_tmpt3_seg_pr-961.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0021_2601_T2ME_corSENSE.e01_tmpt30_img-1041.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0021_2601_T2ME_corSENSE.e02_tmpt30_seg_pr-1042.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0021_2601_T2ME_corSENSE.e01_tmpt4_img-963.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0021_2601_T2ME_corSENSE.e02_tmpt4_seg_pr-964.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0021_2601_T2ME_corSENSE.e01_tmpt5_img-966.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0021_2601_T2ME_corSENSE.e02_tmpt5_seg_pr-967.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0021_2601_T2ME_corSENSE.e01_tmpt6_img-969.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0021_2601_T2ME_corSENSE.e02_tmpt6_seg_pr-970.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0021_2601_T2ME_corSENSE.e01_tmpt7_img-972.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0021_2601_T2ME_corSENSE.e02_tmpt7_seg_pr-973.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0021_2601_T2ME_corSENSE.e01_tmpt8_img-975.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0021_2601_T2ME_corSENSE.e02_tmpt8_seg_pr-976.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0021_2601_T2ME_corSENSE.e01_tmpt9_img-978.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0021_2601_T2ME_corSENSE.e02_tmpt9_seg_pr-979.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0021_2601_T2ME_corSENSE.e02_tmpt10_img-982.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0021_2601_T2ME_corSENSE.e02_tmpt10_seg_pr-982.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0021_2601_T2ME_corSENSE.e02_tmpt11_img-985.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0021_2601_T2ME_corSENSE.e02_tmpt11_seg_pr-985.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0021_2601_T2ME_corSENSE.e02_tmpt12_img-988.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0021_2601_T2ME_corSENSE.e02_tmpt12_seg_pr-988.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0021_2601_T2ME_corSENSE.e02_tmpt13_img-991.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0021_2601_T2ME_corSENSE.e02_tmpt13_seg_pr-991.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0021_2601_T2ME_corSENSE.e02_tmpt14_img-994.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0021_2601_T2ME_corSENSE.e02_tmpt14_seg_pr-994.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0021_2601_T2ME_corSENSE.e02_tmpt15_img-997.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0021_2601_T2ME_corSENSE.e02_tmpt15_seg_pr-997.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0021_2601_T2ME_corSENSE.e02_tmpt16_img-1000.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0021_2601_T2ME_corSENSE.e02_tmpt16_seg_pr-1000.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0021_2601_T2ME_corSENSE.e02_tmpt17_img-1003.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0021_2601_T2ME_corSENSE.e02_tmpt17_seg_pr-1003.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0021_2601_T2ME_corSENSE.e02_tmpt18_img-1006.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0021_2601_T2ME_corSENSE.e02_tmpt18_seg_pr-1006.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0021_2601_T2ME_corSENSE.e02_tmpt19_img-1009.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0021_2601_T2ME_corSENSE.e02_tmpt19_seg_pr-1009.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0021_2601_T2ME_corSENSE.e02_tmpt2_img-958.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0021_2601_T2ME_corSENSE.e02_tmpt2_seg_pr-958.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0021_2601_T2ME_corSENSE.e02_tmpt20_img-1012.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0021_2601_T2ME_corSENSE.e02_tmpt20_seg_pr-1012.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0021_2601_T2ME_corSENSE.e02_tmpt21_img-1015.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0021_2601_T2ME_corSENSE.e02_tmpt21_seg_pr-1015.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0021_2601_T2ME_corSENSE.e02_tmpt22_img-1018.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0021_2601_T2ME_corSENSE.e02_tmpt22_seg_pr-1018.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0021_2601_T2ME_corSENSE.e02_tmpt23_img-1021.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0021_2601_T2ME_corSENSE.e02_tmpt23_seg_pr-1021.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0021_2601_T2ME_corSENSE.e02_tmpt24_img-1024.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0021_2601_T2ME_corSENSE.e02_tmpt24_seg_pr-1024.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0021_2601_T2ME_corSENSE.e02_tmpt25_img-1027.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0021_2601_T2ME_corSENSE.e02_tmpt25_seg_pr-1027.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0021_2601_T2ME_corSENSE.e02_tmpt26_img-1030.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0021_2601_T2ME_corSENSE.e02_tmpt26_seg_pr-1030.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0021_2601_T2ME_corSENSE.e02_tmpt27_img-1033.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0021_2601_T2ME_corSENSE.e02_tmpt27_seg_pr-1033.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0021_2601_T2ME_corSENSE.e02_tmpt28_img-1036.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0021_2601_T2ME_corSENSE.e02_tmpt28_seg_pr-1036.nii.gz
/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0021_2601_T2ME_corSENSE.e02_tmpt29_img-1039.nii.gz,/content/drive/My Drive/Colab Notebooks/Results/res_label_prop_010122/_CARP0021_2601_T2ME_corSENSE.e02_tmpt29_seg_pr-1039.nii.gz
